rank,first_name,second_name,w_points,w_goals,w_assists,w_goal_involvements,w_xgi,w_bonus,w_minutes,seasons,player,position,latest_team,latest_season,gi_per90,rating,ranking_method
2605,Matthew,Dibley-Dias,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,Dibley-Dias,MID,Fulham,2023-24,0.0,0.0,"recency-weighted FPL points, decay 8**(-age/4)"
2606,Charlie,Robinson,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,C.Robinson,DEF,Fulham,2022-23,0.0,0.0,"recency-weighted FPL points, decay 8**(-age/4)"
2607,George,Wickens,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,Wickens,GKP,Fulham,2022-23,0.0,0.0,"recency-weighted FPL points, decay 8**(-age/4)"
2608,Kristian,Sekularac,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,Sekularac,MID,Fulham,2023-24,0.0,0.0,"recency-weighted FPL points, decay 8**(-age/4)"
2609,Stefan,Parkes,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,Parkes,DEF,Fulham,2022-23,0.0,0.0,"recency-weighted FPL points, decay 8**(-age/4)"
2610,Terry,Ablade,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,Ablade,FWD,Fulham,2022-23,0.0,0.0,"recency-weighted FPL points, decay 8**(-age/4)"
2611,Ivan,Neves Abreu Cavaleiro,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,I.Cavaleiro,MID,Fulham,2023-24,0.0,0.0,"recency-weighted FPL points, decay 8**(-age/4)"
2612,Paulo,Gazzaniga Farias,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,Gazzaniga,GKP,Fulham,2022-23,0.0,0.0,"recency-weighted FPL points, decay 8**(-age/4)"
2614,Arthur Henrique,Ramos de Oliveira Melo,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,Arthur,MID,Liverpool,2022-23,0.0,0.0,"recency-weighted FPL points, decay 8**(-age/4)"
2615,Luke,Mbete-Tabu,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,Mbete,DEF,Man City,2022-23,0.0,0.0,"recency-weighted FPL points, decay 8**(-age/4)"
2616,Garang,Kuol,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,Kuol,MID,Newcastle,2025-26,0.0,0.0,"recency-weighted FPL points, decay 8**(-age/4)"
2617,Richie,Laryea,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,Laryea,DEF,Nott'm Forest,2023-24,0.0,0.0,"recency-weighted FPL points, decay 8**(-age/4)"
2618,Xande,Nascimento da Costa Silva,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,Xande Silva,MID,Nott'm Forest,2022-23,0.0,0.0,"recency-weighted FPL points, decay 8**(-age/4)"
2619,Jonathan,Panzo,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,Panzo,DEF,Nott'm Forest,2024-25,0.0,0.0,"recency-weighted FPL points, decay 8**(-age/4)"
2620,Mohamed,Dräger,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,Dräger,DEF,Nott'm Forest,2023-24,0.0,0.0,"recency-weighted FPL points, decay 8**(-age/4)"
2621,Brice,Samba,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,Samba,GKP,Nott'm Forest,2022-23,0.0,0.0,"recency-weighted FPL points, decay 8**(-age/4)"
2622,Lyle,Taylor,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,Lyle Taylor,FWD,Nott'm Forest,2022-23,0.0,0.0,"recency-weighted FPL points, decay 8**(-age/4)"
2623,Marc,Jurado Gomez,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,Jurado,DEF,Man Utd,2022-23,0.0,0.0,"recency-weighted FPL points, decay 8**(-age/4)"
2625,Rhys,Bennett,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,Bennett,DEF,Man Utd,2023-24,0.0,0.0,"recency-weighted FPL points, decay 8**(-age/4)"
2626,Matej,Kovár,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,Kovár,GKP,Man Utd,2022-23,0.0,0.0,"recency-weighted FPL points, decay 8**(-age/4)"
2627,Zidane,Iqbal,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,Iqbal,MID,Man Utd,2022-23,0.0,0.0,"recency-weighted FPL points, decay 8**(-age/4)"
2628,Alex,Telles,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,Alex Telles,DEF,Man Utd,2023-24,0.0,0.0,"recency-weighted FPL points, decay 8**(-age/4)"
2629,Alex,Robertson,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,Robertson,MID,Man City,2022-23,0.0,0.0,"recency-weighted FPL points, decay 8**(-age/4)"
2630,Ben,Knight,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,Knight,MID,Man City,2022-23,0.0,0.0,"recency-weighted FPL points, decay 8**(-age/4)"
2631,Enock,Agyei,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,Boateng,MID,Burnley,2025-26,0.0,0.0,"recency-weighted FPL points, decay 8**(-age/4)"
2632,Samuel,Bastien,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,Bastien,MID,Burnley,2023-24,0.0,0.0,"recency-weighted FPL points, decay 8**(-age/4)"
2633,Darko,Churlinov,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,Churlinov,MID,Burnley,2025-26,0.0,0.0,"recency-weighted FPL points, decay 8**(-age/4)"
2634,Amara,Nallo,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,Nallo,DEF,Liverpool,2025-26,0.0,0.0,"recency-weighted FPL points, decay 8**(-age/4)"
2635,Dominic,Dos Santos Martins,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,Martins,MID,Luton,2023-24,0.0,0.0,"recency-weighted FPL points, decay 8**(-age/4)"
2636,Axel,Piesold,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,Piesold,MID,Luton,2023-24,0.0,0.0,"recency-weighted FPL points, decay 8**(-age/4)"
2637,Jayden,Luker,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,Luker,MID,Luton,2023-24,0.0,0.0,"recency-weighted FPL points, decay 8**(-age/4)"
2638,Joseph,Johnson,0.0,0.0,0.0,0.0,0.0,0.0,15.77,1,Johnson,DEF,Luton,2023-24,0.0,0.0,"recency-weighted FPL points, decay 8**(-age/4)"
2639,Aidan,Francis-Clarke,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,Francis-Clarke,DEF,Luton,2023-24,0.0,0.0,"recency-weighted FPL points, decay 8**(-age/4)"
2640,Louie,Watson,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,Watson,MID,Luton,2023-24,0.0,0.0,"recency-weighted FPL points, decay 8**(-age/4)"
2641,Jack,Walton,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,Walton,GKP,Luton,2023-24,0.0,0.0,"recency-weighted FPL points, decay 8**(-age/4)"
2642,Elliot,Thorpe,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,Thorpe,MID,Luton,2023-24,0.0,0.0,"recency-weighted FPL points, decay 8**(-age/4)"
2643,Joe,Taylor,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,Taylor,FWD,Luton,2023-24,0.0,0.0,"recency-weighted FPL points, decay 8**(-age/4)"
2644,Glen,Rea,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,Rea,MID,Luton,2023-24,0.0,0.0,"recency-weighted FPL points, decay 8**(-age/4)"
2645,Dan,Potts,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,Potts,DEF,Luton,2023-24,0.0,0.0,"recency-weighted FPL points, decay 8**(-age/4)"
2646,Aribim,Pepple,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,Pepple,FWD,Luton,2023-24,0.0,0.0,"recency-weighted FPL points, decay 8**(-age/4)"
2647,Admiral,Muskwe,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,Muskwe,FWD,Luton,2023-24,0.0,0.0,"recency-weighted FPL points, decay 8**(-age/4)"
2648,Carlos,Mendes Gomes,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,Mendes,MID,Luton,2023-24,0.0,0.0,"recency-weighted FPL points, decay 8**(-age/4)"
2649,John,McAtee,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,McAtee,FWD,Luton,2023-24,0.0,0.0,"recency-weighted FPL points, decay 8**(-age/4)"
2650,Christian,Chigozie,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,Chigozie,DEF,Luton,2023-24,0.0,0.0,"recency-weighted FPL points, decay 8**(-age/4)"
2651,Taylan,Harris,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,Harris,FWD,Luton,2023-24,0.0,0.0,"recency-weighted FPL points, decay 8**(-age/4)"
2652,Mahamadou,Susoho,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,Susoho,MID,Man City,2023-24,0.0,0.0,"recency-weighted FPL points, decay 8**(-age/4)"
2653,Kell,Watts,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,Watts,DEF,Newcastle,2023-24,0.0,0.0,"recency-weighted FPL points, decay 8**(-age/4)"
2654,Jamie,McDonnell,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,McDonnell,MID,Nott'm Forest,2023-24,0.0,0.0,"recency-weighted FPL points, decay 8**(-age/4)"
2655,Josh,Powell,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,Powell,DEF,Nott'm Forest,2023-24,0.0,0.0,"recency-weighted FPL points, decay 8**(-age/4)"
2656,Hwang,Ui-jo,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,Ui-jo,FWD,Nott'm Forest,2024-25,0.0,0.0,"recency-weighted FPL points, decay 8**(-age/4)"
2657,Ethan,Horvath,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,Horvath,GKP,Nott'm Forest,2023-24,0.0,0.0,"recency-weighted FPL points, decay 8**(-age/4)"
2658,Josh,Bowler,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,Bowler,MID,Nott'm Forest,2024-25,0.0,0.0,"recency-weighted FPL points, decay 8**(-age/4)"
2659,Travis,Hernes,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,Hernes,MID,Newcastle,2023-24,0.0,0.0,"recency-weighted FPL points, decay 8**(-age/4)"
2660,Louis,Jackson,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,Jackson,DEF,Man Utd,2023-24,0.0,0.0,"recency-weighted FPL points, decay 8**(-age/4)"
2661,Micah,Hamilton,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,Hamilton,MID,Man City,2023-24,0.0,0.0,"recency-weighted FPL points, decay 8**(-age/4)"
2662,Dermot,Mee,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,Mee,GKP,Man Utd,2025-26,0.0,0.0,"recency-weighted FPL points, decay 8**(-age/4)"
2663,Habeeb,Ogunneye,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,Ogunneye,DEF,Man Utd,2023-24,0.0,0.0,"recency-weighted FPL points, decay 8**(-age/4)"
2664,Joe,Hugill,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,Hugill,FWD,Man Utd,2023-24,0.0,0.0,"recency-weighted FPL points, decay 8**(-age/4)"
2665,Radek,Vítek,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,Vítek,GKP,Man Utd,2023-24,0.0,0.0,"recency-weighted FPL points, decay 8**(-age/4)"
2666,Álvaro,Fernández Carreras,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,Fernandez,DEF,Man Utd,2023-24,0.0,0.0,"recency-weighted FPL points, decay 8**(-age/4)"
2667,Jacob,Wright,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,Wright,MID,Man City,2024-25,0.0,0.0,"recency-weighted FPL points, decay 8**(-age/4)"
2668,Allan,Campbell,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,Campbell,MID,Luton,2023-24,0.0,0.0,"recency-weighted FPL points, decay 8**(-age/4)"
2669,Fabian,Mrozek,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,Mrozek,GKP,Liverpool,2023-24,0.0,0.0,"recency-weighted FPL points, decay 8**(-age/4)"
2670,CJ,Egan-Riley,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,Egan-Riley,DEF,Burnley,2023-24,0.0,0.0,"recency-weighted FPL points, decay 8**(-age/4)"
2671,Lewis,Koumas,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,Koumas,FWD,Liverpool,2023-24,0.0,0.0,"recency-weighted FPL points, decay 8**(-age/4)"
2673,Ollie,Harrison,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,Harrison,MID,Chelsea,2023-24,0.0,0.0,"recency-weighted FPL points, decay 8**(-age/4)"
2674,Leo,Castledine,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,Castledine,MID,Chelsea,2023-24,0.0,0.0,"recency-weighted FPL points, decay 8**(-age/4)"
2675,Josh,Brooking,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,Brooking,DEF,Chelsea,2023-24,0.0,0.0,"recency-weighted FPL points, decay 8**(-age/4)"
2676,Ronnie,Stutter,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,Stutter,FWD,Chelsea,2023-24,0.0,0.0,"recency-weighted FPL points, decay 8**(-age/4)"
2677,Diego Manuel Jadon,da Silva Moreira,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,Diego Moreira,MID,Chelsea,2023-24,0.0,0.0,"recency-weighted FPL points, decay 8**(-age/4)"
2678,Eddie,Beach,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,Beach,GKP,Chelsea,2023-24,0.0,0.0,"recency-weighted FPL points, decay 8**(-age/4)"
2679,Lucas,Bergström,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,Bergström,GKP,Chelsea,2024-25,0.0,0.0,"recency-weighted FPL points, decay 8**(-age/4)"
2680,Ângelo Gabriel,Borges Damaceno,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,Ângelo,MID,Chelsea,2024-25,0.0,0.0,"recency-weighted FPL points, decay 8**(-age/4)"
2682,Romelu,Lukaku Bolingoli,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,Lukaku,FWD,Chelsea,2024-25,0.0,0.0,"recency-weighted FPL points, decay 8**(-age/4)"
2683,Lawrence,Vigouroux,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,Vigouroux,GKP,Burnley,2023-24,0.0,0.0,"recency-weighted FPL points, decay 8**(-age/4)"
2684,Scott,Twine,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,Twine,MID,Burnley,2023-24,0.0,0.0,"recency-weighted FPL points, decay 8**(-age/4)"
2685,Luke,McNally,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,McNally,DEF,Burnley,2023-24,0.0,0.0,"recency-weighted FPL points, decay 8**(-age/4)"
2686,Denis,Franchi,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,Franchi,GKP,Burnley,2023-24,0.0,0.0,"recency-weighted FPL points, decay 8**(-age/4)"
2687,Kiano,Dyer,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,Dyer,MID,Chelsea,2023-24,0.0,0.0,"recency-weighted FPL points, decay 8**(-age/4)"
2688,Ted,Curd,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,Curd,GKP,Chelsea,2023-24,0.0,0.0,"recency-weighted FPL points, decay 8**(-age/4)"
2689,Zak,Sturge,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,Sturge,DEF,Chelsea,2023-24,0.0,0.0,"recency-weighted FPL points, decay 8**(-age/4)"
2690,Elijah,Campbell,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,Campbell,DEF,Everton,2025-26,0.0,0.0,"recency-weighted FPL points, decay 8**(-age/4)"
2691,Treymaurice,Nyoni,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,Nyoni,MID,Liverpool,2024-25,0.0,0.0,"recency-weighted FPL points, decay 8**(-age/4)"
2692,Callum,Scanlon,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,Scanlon,DEF,Liverpool,2023-24,0.0,0.0,"recency-weighted FPL points, decay 8**(-age/4)"
2693,Devan,Tanton,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,Tanton,DEF,Fulham,2023-24,0.0,0.0,"recency-weighted FPL points, decay 8**(-age/4)"
2694,Steven,Benda,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,Benda,GKP,Fulham,2025-26,0.0,0.0,"recency-weighted FPL points, decay 8**(-age/4)"
2695,Luc,De Fougerolles,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,De Fougerolles,DEF,Fulham,2023-24,0.0,0.0,"recency-weighted FPL points, decay 8**(-age/4)"
2696,Billy,Crellin,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,Crellin,GKP,Everton,2023-24,0.0,0.0,"recency-weighted FPL points, decay 8**(-age/4)"
2697,Jenson,Metcalfe,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,Metcalfe,MID,Everton,2025-26,0.0,0.0,"recency-weighted FPL points, decay 8**(-age/4)"
2699,Mackenzie,Hunt,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,Hunt,MID,Everton,2023-24,0.0,0.0,"recency-weighted FPL points, decay 8**(-age/4)"
2700,João,Neves Virgínia,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,J.Virginia,GKP,Everton,2024-25,0.0,0.0,"recency-weighted FPL points, decay 8**(-age/4)"
2701,Roshaun,Mathurin,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,Mathurin,MID,Crystal Palace,2023-24,0.0,0.0,"recency-weighted FPL points, decay 8**(-age/4)"
2702,Franco,Umeh-Chibueze,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,Umeh,MID,Crystal Palace,2025-26,0.0,0.0,"recency-weighted FPL points, decay 8**(-age/4)"
2703,Jadan,Raymond,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,Raymond,MID,Crystal Palace,2023-24,0.0,0.0,"recency-weighted FPL points, decay 8**(-age/4)"
2704,Ademola,Ola-Adebomi,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,Ola-Adebomi,FWD,Crystal Palace,2023-24,0.0,0.0,"recency-weighted FPL points, decay 8**(-age/4)"
2705,Sean,McAllister,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,McAllister,MID,Everton,2022-23,0.0,0.0,"recency-weighted FPL points, decay 8**(-age/4)"
2707,Stanley,Mills,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,Mills,MID,Everton,2022-23,0.0,0.0,"recency-weighted FPL points, decay 8**(-age/4)"
2708,Jack,Wells-Morrison,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,Wells-Morrison,MID,Crystal Palace,2022-23,0.0,0.0,"recency-weighted FPL points, decay 8**(-age/4)"
2709,Maxwell,Haygarth,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,Haygarth,MID,Brentford,2021-22,0.0,0.0,"recency-weighted FPL points, decay 8**(-age/4)"
2711,Patrik,Gunnarsson,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,Gunnarsson,GKP,Brentford,2021-22,0.0,0.0,"recency-weighted FPL points, decay 8**(-age/4)"
2712,Jan,Zamburek,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,Zamburek,MID,Brentford,2021-22,0.0,0.0,"recency-weighted FPL points, decay 8**(-age/4)"
2714,Tommi,O'Reilly,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,O'Reilly,MID,Aston Villa,2023-24,0.0,0.0,"recency-weighted FPL points, decay 8**(-age/4)"
2715,Benjamin,Chrisene,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,Chrisene,MID,Aston Villa,2021-22,0.0,0.0,"recency-weighted FPL points, decay 8**(-age/4)"
2716,Josh,Feeney,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,Feeney,DEF,Aston Villa,2021-22,0.0,0.0,"recency-weighted FPL points, decay 8**(-age/4)"
2717,Filip,Marschall,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,Marschall,GKP,Aston Villa,2025-26,0.0,0.0,"recency-weighted FPL points, decay 8**(-age/4)"
2718,Viljami,Sinisalo,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,Sinisalo,GKP,Aston Villa,2024-25,0.0,0.0,"recency-weighted FPL points, decay 8**(-age/4)"
2719,Mbwana Ally,Samatta,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,Samatta,FWD,Aston Villa,2021-22,0.0,0.0,"recency-weighted FPL points, decay 8**(-age/4)"
2720,Björn,Engels,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,Engels,DEF,Aston Villa,2021-22,0.0,0.0,"recency-weighted FPL points, decay 8**(-age/4)"
2721,Alex,Kirk,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,Kirk,DEF,Arsenal,2021-22,0.0,0.0,"recency-weighted FPL points, decay 8**(-age/4)"
2722,Marcelo,Flores,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,Flores,MID,Arsenal,2021-22,0.0,0.0,"recency-weighted FPL points, decay 8**(-age/4)"
2723,Mazeed,Ogungbo,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,Ogungbo,DEF,Arsenal,2021-22,0.0,0.0,"recency-weighted FPL points, decay 8**(-age/4)"
2724,Julian,Jeanvier,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,Jeanvier,DEF,Brentford,2021-22,0.0,0.0,"recency-weighted FPL points, decay 8**(-age/4)"
2725,Bernardo,Fernandes Da Silva Junior,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,Bernardo,DEF,Brighton,2021-22,0.0,0.0,"recency-weighted FPL points, decay 8**(-age/4)"
2726,Kjell,Scherpen,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,Scherpen,GKP,Brighton,2025-26,0.0,0.0,"recency-weighted FPL points, decay 8**(-age/4)"
2727,Jarosław,Jach,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,Jach,DEF,Crystal Palace,2021-22,0.0,0.0,"recency-weighted FPL points, decay 8**(-age/4)"
2728,Kris,Moore,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,Moore,DEF,Leeds,2021-22,0.0,0.0,"recency-weighted FPL points, decay 8**(-age/4)"
2729,Ben,Nelson,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,Nelson,DEF,Leicester,2024-25,0.0,0.0,"recency-weighted FPL points, decay 8**(-age/4)"
2730,Charlie,Whitaker,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,Whitaker,MID,Everton,2021-22,0.0,0.0,"recency-weighted FPL points, decay 8**(-age/4)"
2732,Scott,Banks,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,Banks,MID,Crystal Palace,2021-22,0.0,0.0,"recency-weighted FPL points, decay 8**(-age/4)"
2733,Robert,Street,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,Street,FWD,Crystal Palace,2021-22,0.0,0.0,"recency-weighted FPL points, decay 8**(-age/4)"
2734,Harvey,Vale,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,Vale,MID,Chelsea,2022-23,0.0,0.0,"recency-weighted FPL points, decay 8**(-age/4)"
2735,Haydon,Roberts,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,Roberts,DEF,Brighton,2022-23,0.0,0.0,"recency-weighted FPL points, decay 8**(-age/4)"
2736,Joseph,McGlynn,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,McGlynn,FWD,Burnley,2021-22,0.0,0.0,"recency-weighted FPL points, decay 8**(-age/4)"
2737,Dara,Costelloe,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,Costelloe,MID,Burnley,2023-24,0.0,0.0,"recency-weighted FPL points, decay 8**(-age/4)"
2738,Sam,Waller,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,Waller,GKP,Burnley,2021-22,0.0,0.0,"recency-weighted FPL points, decay 8**(-age/4)"
2739,Owen,Dodgson,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,Dodgson,DEF,Burnley,2025-26,0.0,0.0,"recency-weighted FPL points, decay 8**(-age/4)"
2740,Marc,Leonard,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,Leonard,MID,Brighton,2021-22,0.0,0.0,"recency-weighted FPL points, decay 8**(-age/4)"
2741,Ed,Turns,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,Turns,DEF,Brighton,2022-23,0.0,0.0,"recency-weighted FPL points, decay 8**(-age/4)"
2742,Zak,Swanson,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,Swanson,DEF,Arsenal,2021-22,0.0,0.0,"recency-weighted FPL points, decay 8**(-age/4)"
2743,Zach,Awe,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,Awe,DEF,Arsenal,2021-22,0.0,0.0,"recency-weighted FPL points, decay 8**(-age/4)"
2744,Ryan,Alebiosu,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,Alebiosu,DEF,Arsenal,2021-22,0.0,0.0,"recency-weighted FPL points, decay 8**(-age/4)"
2745,Allan,Tchaptchet,0.0,0.0,0.0,0.0,0.0,0.0,0.53,1,Tchaptchet,DEF,Southampton,2020-21,0.0,0.0,"recency-weighted FPL points, decay 8**(-age/4)"
2746,Caleb,Taylor,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,Taylor,DEF,West Brom,2020-21,0.0,0.0,"recency-weighted FPL points, decay 8**(-age/4)"
2747,Cheikh,Diaby,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,Diaby,FWD,West Brom,2020-21,0.0,0.0,"recency-weighted FPL points, decay 8**(-age/4)"
2749,Nile,John,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,John,MID,Spurs,2020-21,0.0,0.0,"recency-weighted FPL points, decay 8**(-age/4)"
2750,Alfie,Devine,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,Devine,MID,Spurs,2024-25,0.0,0.0,"recency-weighted FPL points, decay 8**(-age/4)"
2751,Ryan,Finnigan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,Finnigan,MID,Southampton,2022-23,0.0,0.0,"recency-weighted FPL points, decay 8**(-age/4)"
2752,Kgaogelo,Chauke,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,Chauke,MID,Southampton,2021-22,0.0,0.0,"recency-weighted FPL points, decay 8**(-age/4)"
2753,Toby,King,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,King,MID,West Brom,2020-21,0.0,0.0,"recency-weighted FPL points, decay 8**(-age/4)"
2754,Josh,Sims,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,Sims,MID,Southampton,2020-21,0.0,0.0,"recency-weighted FPL points, decay 8**(-age/4)"
2755,Harry,Boyes,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,Boyes,DEF,Sheffield Utd,2020-21,0.0,0.0,"recency-weighted FPL points, decay 8**(-age/4)"
2756,Frankie,Maguire,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,Maguire,MID,Sheffield Utd,2020-21,0.0,0.0,"recency-weighted FPL points, decay 8**(-age/4)"
2757,Zak,Brunt,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,Brunt,MID,Sheffield Utd,2020-21,0.0,0.0,"recency-weighted FPL points, decay 8**(-age/4)"
2758,Kyron,Gordon,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,Gordon,DEF,Sheffield Utd,2020-21,0.0,0.0,"recency-weighted FPL points, decay 8**(-age/4)"
